year,month,day,hour,value
2010,8,24,7,182
2010,8,24,8,159
2010,8,24,9,181
2010,8,24,10,169
2010,8,24,11,157
2010,8,24,12,202
2010,8,24,13,186
2010,8,24,14,127
2010,8,24,15,117
2010,8,24,16,87
2010,8,24,17,70
2010,8,24,18,60
2010,8,24,19,34
2010,8,24,20,34
2010,8,24,21,47
2010,8,24,22,45
2010,8,24,23,39
2010,8,25,0,61
2010,8,25,1,72
2010,8,25,2,73
2010,8,25,3,77
2010,8,25,4,69
2010,8,25,5,83
2010,8,25,6,76
2010,8,25,7,93
2010,8,25,8,97
2010,8,25,9,100
2010,8,25,10,74
2010,8,25,11,81
2010,8,25,12,77
2010,8,25,13,82
2010,8,25,14,75
2010,8,25,15,97
2010,8,25,16,73
2010,8,25,17,71
2010,8,25,18,70
2010,8,25,19,81
2010,8,25,20,90
2010,8,25,21,132
2010,8,25,22,184
2010,8,25,23,115
2010,8,26,0,122
2010,8,26,1,124
2010,8,26,2,133
2010,8,26,3,98
2010,8,26,4,70
2010,8,26,5,62
2010,8,26,6,81
2010,8,26,7,81
2010,8,26,8,71
2010,8,26,9,57
2010,8,26,10,60
2010,8,26,11,44
2010,8,26,12,42
2010,8,26,13,31
2010,8,26,14,41
2010,8,26,15,27
2010,8,26,16,33
2010,8,26,17,35
2010,8,26,18,45
2010,8,26,19,102
2010,8,26,20,101
2010,8,26,21,26
2010,8,26,22,22
2010,8,26,23,25
2010,8,27,0,33
2010,8,27,1,33
2010,8,27,2,36
2010,8,27,3,33
2010,8,27,4,43
2010,8,27,5,46
2010,8,27,6,35
2010,8,27,7,42
2010,8,27,8,64
2010,8,27,9,41
2010,8,27,10,40
2010,8,27,11,46
2010,8,27,12,35
2010,8,27,13,26
2010,8,27,14,31
2010,8,27,15,24
2010,8,27,16,17
2010,8,27,17,26
2010,8,27,18,30
2010,8,27,19,42
2010,8,27,20,59
2010,8,27,21,66
2010,8,27,22,54
2010,8,27,23,44
2010,8,28,0,44
2010,8,28,1,94
2010,8,28,2,127
2010,8,28,3,48
2010,8,28,4,69
2010,8,28,5,73
2010,8,28,6,51
2010,8,28,7,33
2010,8,28,8,47
2010,8,28,9,24
2010,8,28,10,37
2010,8,28,11,20
2010,8,28,12,24
2010,8,28,13,17
2010,8,28,14,22
2010,8,28,15,16
2010,8,28,16,11
2010,8,28,17,35
2010,8,28,18,42
2010,8,28,19,44
2010,8,28,20,55
2010,8,28,21,49
2010,8,28,22,65
2010,8,28,23,97
2010,8,29,0,132
2010,8,29,1,110
2010,8,29,2,136
2010,8,29,3,168
2010,8,29,4,157
2010,8,29,5,191
2010,8,29,6,160
2010,8,29,7,195
2010,8,29,8,135
2010,8,29,9,121
2010,8,29,10,102
2010,8,29,11,82
2010,8,29,12,98
2010,8,29,13,110
2010,8,29,14,138
2010,8,29,15,79
2010,8,29,16,60
2010,8,29,17,54
2010,8,29,18,62
2010,8,29,19,91
2010,8,29,20,99
2010,8,29,21,93
2010,8,29,22,88
2010,8,29,23,95
2010,8,30,0,102
2010,8,30,1,145
2010,8,30,2,107
2010,8,30,3,100
2010,8,30,4,103
2010,8,30,5,114
2010,8,30,6,130
2010,8,30,7,111
2010,8,30,8,77
2010,8,30,9,67
2010,8,30,10,95
2010,8,30,11,83
2010,8,30,12,54
2010,8,30,13,61
2010,8,30,14,77
2010,8,30,15,58
2010,8,30,16,88
2010,8,30,17,74
2010,8,30,18,70
2010,8,30,19,128
2010,8,30,20,217
2010,8,30,21,224
2010,8,30,22,176
2010,8,30,23,165
2010,8,31,0,116
2010,8,31,1,73
2010,8,31,2,60
2010,8,31,3,59
2010,8,31,4,45
2010,8,31,5,65
2010,8,31,6,72
2010,8,31,7,112
2010,8,31,8,105
2010,8,31,9,93
2010,8,31,10,81
2010,8,31,11,92
2010,8,31,12,102
2010,8,31,13,92
2010,8,31,14,89
2010,8,31,15,103
2010,8,31,16,80
2010,8,31,17,101
2010,8,31,18,95
2010,8,31,19,85
2010,8,31,20,89
2010,8,31,21,107
2010,8,31,22,115
2010,8,31,23,100
2010,9,1,0,99
2010,9,1,1,105
2010,9,1,2,108
2010,9,1,3,116
2010,9,1,4,95
2010,9,1,5,79
2010,9,1,6,82
2010,9,1,7,90
2010,9,1,8,78
2010,9,1,9,76
2010,9,1,10,44
2010,9,1,11,61
2010,9,1,12,52
2010,9,1,13,45
2010,9,1,14,55
2010,9,1,15,44
2010,9,1,16,55
2010,9,1,17,43
2010,9,1,18,37
2010,9,1,19,59
2010,9,1,20,59
2010,9,1,21,53
2010,9,1,22,73
2010,9,1,23,81
2010,9,2,0,82
2010,9,2,1,81
2010,9,2,2,105
2010,9,2,3,105
2010,9,2,4,85
2010,9,2,5,49
2010,9,2,6,45
2010,9,2,7,36
2010,9,2,8,46
2010,9,2,9,59
2010,9,2,10,51
2010,9,2,11,50
2010,9,2,12,39
2010,9,2,13,39
2010,9,2,14,46
2010,9,2,15,77
2010,9,2,16,104
2010,9,2,17,80
2010,9,2,18,112
2010,9,2,19,143
2010,9,2,20,191
2010,9,2,21,211
2010,9,2,22,224
2010,9,2,23,249
2010,9,3,0,254
2010,9,3,1,284
2010,9,3,2,228
2010,9,3,3,135
2010,9,3,4,94
2010,9,3,5,101
2010,9,3,6,93
2010,9,3,7,97
2010,9,3,8,100
2010,9,3,9,95
2010,9,3,10,56
2010,9,3,11,52
2010,9,3,12,52
2010,9,3,13,51
2010,9,3,14,46
2010,9,3,15,62
2010,9,3,16,70
2010,9,3,17,79
2010,9,3,18,90
2010,9,3,19,103
2010,9,3,20,103
2010,9,3,21,118
2010,9,3,22,142
2010,9,3,23,157
2010,9,4,0,155
2010,9,4,1,159
2010,9,4,2,82
2010,9,4,3,81
2010,9,4,4,105
2010,9,4,5,101
2010,9,4,6,93
2010,9,4,7,92
2010,9,4,8,81
2010,9,4,9,58
2010,9,4,10,72
2010,9,4,11,74
2010,9,4,12,81
2010,9,4,13,86
2010,9,4,14,77
2010,9,4,15,71
2010,9,4,16,78
2010,9,4,17,80
2010,9,4,18,88
2010,9,4,19,89
2010,9,4,20,93
2010,9,4,21,90
2010,9,4,22,135
2010,9,4,23,125
2010,9,5,0,112
2010,9,5,1,88
2010,9,5,2,92
2010,9,5,3,91
2010,9,5,4,103
2010,9,5,5,100
2010,9,5,6,91
2010,9,5,7,161
2010,9,5,8,185
2010,9,5,9,170
2010,9,5,10,146
2010,9,5,11,133
2010,9,5,12,125
2010,9,5,13,131
2010,9,5,14,123
2010,9,5,15,89
2010,9,5,16,96
2010,9,5,17,87
2010,9,5,18,95
2010,9,5,19,97
2010,9,5,20,117
2010,9,5,21,128
2010,9,5,22,144
2010,9,5,23,147
2010,9,6,0,129
2010,9,6,1,148
2010,9,6,2,163
2010,9,6,3,168
2010,9,6,4,152
2010,9,6,5,177
2010,9,6,6,182
2010,9,6,7,177
2010,9,6,8,151
2010,9,6,9,150
2010,9,6,10,131
2010,9,6,11,135
2010,9,6,12,117
2010,9,6,13,103
2010,9,6,14,103
2010,9,6,15,95
2010,9,6,16,99
2010,9,6,17,104
2010,9,6,18,128
2010,9,6,19,182
2010,9,6,20,224
2010,9,6,21,232
2010,9,6,22,216
2010,9,6,23,229
2010,9,7,0,226
2010,9,7,1,250
2010,9,7,2,278
2010,9,7,3,249
2010,9,7,4,201
2010,9,7,5,161
2010,9,7,6,203
2010,9,7,7,222
2010,9,7,8,226
2010,9,7,9,197
2010,9,7,10,210
2010,9,7,11,148
2010,9,7,12,56
2010,9,7,13,52
2010,9,7,14,38
2010,9,7,15,41
2010,9,7,16,48
2010,9,7,17,43
2010,9,7,18,54
2010,9,7,19,70
2010,9,7,20,58
2010,9,7,21,61
2010,9,7,22,64
2010,9,7,23,74
2010,9,8,0,103
2010,9,8,1,102
2010,9,8,2,61
2010,9,8,3,69
2010,9,8,4,81
2010,9,8,5,79
2010,9,8,6,129
2010,9,8,7,133
2010,9,8,8,96
2010,9,8,9,81
2010,9,8,10,58
2010,9,8,11,63
2010,9,8,12,67
2010,9,8,13,81
2010,9,8,14,113
2010,9,8,15,97
2010,9,8,16,97
2010,9,8,17,111
2010,9,8,18,102
2010,9,8,19,100
2010,9,8,20,123
2010,9,8,21,125
2010,9,8,22,128
2010,9,8,23,118
2010,9,9,0,115
2010,9,9,1,140
2010,9,9,2,142
2010,9,9,3,122
2010,9,9,4,109
2010,9,9,5,159
2010,9,9,6,154
2010,9,9,7,213
2010,9,9,8,216
2010,9,9,9,227
2010,9,9,10,210
2010,9,9,11,220
2010,9,9,12,216
2010,9,9,13,211
2010,9,9,14,204
2010,9,9,15,122
2010,9,9,16,121
2010,9,9,17,85
2010,9,9,18,114
2010,9,9,19,152
2010,9,9,20,131
2010,9,9,21,144
2010,9,9,22,147
2010,9,9,23,160
2010,9,10,0,175
2010,9,10,1,176
2010,9,10,2,193
2010,9,10,3,200
2010,9,10,4,189
2010,9,10,5,108
2010,9,10,6,50
2010,9,10,7,73
2010,9,10,8,57
2010,9,10,9,57
2010,9,10,10,45
2010,9,10,11,62
2010,9,10,12,62
2010,9,10,13,24
2010,9,10,14,24
2010,9,10,15,27
2010,9,10,16,38
2010,9,10,17,39
2010,9,10,18,27
2010,9,10,19,66
2010,9,10,20,111
2010,9,10,21,198
2010,9,10,22,181
2010,9,10,23,212
2010,9,11,0,174
2010,9,11,1,170
2010,9,11,2,133
2010,9,11,3,50
2010,9,11,4,28
2010,9,11,5,18
2010,9,11,22,76
2010,9,11,23,72
2010,9,12,0,72
2010,9,12,1,207
2010,9,12,2,240
2010,9,12,3,221
2010,9,12,4,164
2010,9,12,5,98
2010,9,12,6,69
2010,9,12,7,96
2010,9,12,8,119
2010,9,12,9,110
2010,9,12,10,107
2010,9,12,11,91
2010,9,12,12,71
2010,9,12,13,69
2010,9,12,14,85
2010,9,12,15,87
2010,9,12,16,103
2010,9,12,17,115
2010,9,12,18,123
2010,9,12,19,123
2010,9,12,20,132
2010,9,12,21,120
2010,9,12,22,132
2010,9,12,23,155
2010,9,13,0,142
2010,9,13,1,155
2010,9,13,2,218
2010,9,13,3,261
2010,9,13,4,269
2010,9,13,5,206
2010,9,13,6,117
2010,9,13,7,111
2010,9,13,8,114
2010,9,13,9,120
2010,9,13,10,134
2010,9,13,11,131
2010,9,13,12,141
2010,9,13,13,141
2010,9,13,14,159
2010,9,13,15,129
2010,9,13,16,150
2010,9,13,17,124
2010,9,13,18,121
2010,9,13,19,138
2010,9,13,20,139
2010,9,13,21,180
2010,9,13,22,167
2010,9,13,23,191
2010,9,14,0,209
2010,9,14,1,275
2010,9,14,2,277
2010,9,14,3,310
2010,9,14,4,242
2010,9,14,5,206
2010,9,14,6,136
2010,9,14,7,166
2010,9,14,8,175
2010,9,14,9,160
2010,9,14,10,179
2010,9,14,11,182
2010,9,14,12,177
2010,9,14,13,183
2010,9,14,14,153
2010,9,14,15,128
2010,9,14,16,165
2010,9,14,17,166
2010,9,14,18,152
2010,9,14,19,169
2010,9,14,20,212
2010,9,14,21,225
2010,9,14,22,227
2010,9,14,23,225
2010,9,15,0,321
2010,9,15,1,358
2010,9,15,2,360
2010,9,15,3,411
2010,9,15,4,374
2010,9,15,5,414
2010,9,15,6,349
2010,9,15,7,298
2010,9,15,8,334
2010,9,15,9,333
2010,9,15,10,455
2010,9,15,11,440
2010,9,15,12,313
2010,9,15,13,215
2010,9,15,14,190
2010,9,15,15,236
2010,9,15,16,187
2010,9,15,17,211
2010,9,15,18,196
2010,9,15,19,240
2010,9,15,20,281
2010,9,15,21,297
2010,9,15,22,293
2010,9,15,23,254
2010,9,16,0,203
2010,9,16,1,186
2010,9,16,2,205
2010,9,16,3,200
2010,9,16,4,181
2010,9,16,5,176
2010,9,16,6,188
2010,9,16,7,181
2010,9,16,8,219
2010,9,16,9,226
2010,9,16,10,238
2010,9,16,11,247
2010,9,16,12,225
2010,9,16,13,244
2010,9,16,14,199
2010,9,16,15,157
2010,9,16,16,194
2010,9,16,17,262
2010,9,16,18,224
2010,9,16,19,174
2010,9,16,20,170
2010,9,16,21,153
2010,9,16,22,104
2010,9,16,23,136
2010,9,17,0,117
2010,9,17,1,94
2010,9,17,2,112
2010,9,17,3,71
2010,9,17,4,89
2010,9,17,5,84
2010,9,17,6,70
2010,9,17,7,61
2010,9,17,8,53
2010,9,17,9,34
2010,9,17,10,26
2010,9,17,11,43
2010,9,17,12,21
2010,9,17,13,13
2010,9,17,14,24
2010,9,17,15,33
2010,9,17,16,9
2010,9,17,17,26
2010,9,17,18,30
2010,9,17,19,14
2010,9,17,20,12
2010,9,17,21,8
2010,9,17,22,6
2010,9,17,23,31
2010,9,18,0,26
2010,9,18,1,20
2010,9,18,2,19
2010,9,18,3,16
2010,9,18,4,17
2010,9,18,5,14
2010,9,18,6,12
2010,9,18,7,5
2010,9,18,8,20
2010,9,18,9,5
2010,9,18,10,20
2010,9,18,11,23
2010,9,18,12,33
2010,9,18,13,21
2010,9,18,14,3
2010,9,18,15,6
2010,9,18,16,27
2010,9,18,17,23
2010,9,18,18,35
2010,9,18,19,48
2010,9,18,20,54
2010,9,18,21,44
2010,9,18,22,44
2010,9,18,23,24
2010,9,19,0,34
2010,9,19,1,45
2010,9,19,2,54
2010,9,19,3,55
2010,9,19,4,55
2010,9,19,5,55
2010,9,19,6,55
2010,9,19,7,84
2010,9,19,8,106
2010,9,19,9,73
2010,9,19,10,87
2010,9,19,11,118
2010,9,19,12,138
2010,9,19,13,118
2010,9,19,14,79
2010,9,19,15,70
2010,9,19,16,49
2010,9,19,17,37
2010,9,19,18,47
2010,9,19,19,53
2010,9,19,20,59
2010,9,19,21,66
2010,9,19,22,72
2010,9,19,23,78
2010,9,20,0,84
2010,9,20,1,91
2010,9,20,2,82
2010,9,20,3,76
2010,9,20,4,129
2010,9,20,5,147
2010,9,20,6,115
2010,9,20,7,121
2010,9,20,8,109
2010,9,20,9,99
2010,9,20,10,121
2010,9,20,11,119
2010,9,20,12,124
2010,9,20,13,143
2010,9,20,14,128
2010,9,20,15,106
2010,9,20,16,101
2010,9,20,17,57
2010,9,20,18,48
2010,9,20,19,34
2010,9,20,20,35
2010,9,20,21,52
2010,9,20,22,56
2010,9,20,23,49
2010,9,21,0,28
2010,9,21,1,20
2010,9,21,2,11
2010,9,21,3,1
2010,9,21,4,4
2010,9,27,16,45
2010,9,30,21,209
2010,9,30,22,204
2010,9,30,23,222
2010,10,1,0,231
2010,10,1,1,268
2010,10,1,2,258
2010,10,1,3,196
2010,10,1,4,192
2010,10,1,5,165
2010,10,1,6,156
2010,10,1,7,155
2010,10,1,8,162
2010,10,1,9,211
2010,10,1,10,274
2010,10,1,11,266
2010,10,1,12,225
2010,10,1,13,194
2010,10,1,14,203
2010,10,1,15,224
2010,10,1,16,234
2010,10,1,17,259
2010,10,1,18,247
2010,10,1,19,266
2010,10,1,20,237
2010,10,1,21,243
2010,10,1,22,242
2010,10,1,23,256
2010,10,2,0,168
2010,10,2,1,74
2010,10,2,2,67
2010,10,2,3,80
2010,10,2,4,75
2010,10,2,5,54
2010,10,2,6,47
2010,10,2,7,51
2010,10,2,8,47
2010,10,2,9,34
2010,10,2,10,22
2010,10,2,11,9
2010,10,2,12,11
2010,10,2,13,12
2010,10,2,14,11
2010,10,2,15,7
2010,10,2,16,3
2010,10,2,17,5
2010,10,2,18,7
2010,10,2,19,6
2010,10,2,20,10
2010,10,2,21,13
2010,10,2,22,16
2010,10,2,23,12
2010,10,3,0,12
2010,10,3,1,13
2010,10,3,2,12
2010,10,3,3,12
2010,10,3,4,13
2010,10,3,5,12
2010,10,3,6,12
2010,10,3,7,13
2010,10,3,8,10
2010,10,3,9,12
2010,10,3,10,13
2010,10,3,11,12
2010,10,3,12,11
2010,10,3,13,11
2010,10,3,14,10
2010,10,3,15,8
2010,10,3,16,6
2010,10,3,17,5
2010,10,3,18,6
2010,10,3,19,8
2010,10,3,20,7
2010,10,3,21,7
2010,10,3,22,8
2010,10,3,23,7
2010,10,4,0,9
2010,10,4,1,23
2010,10,4,2,21
2010,10,4,3,25
2010,10,4,4,22
2010,10,4,5,14
2010,10,4,6,22
2010,10,4,7,27
2010,10,4,8,22
2010,10,4,9,14
2010,10,4,10,19
2010,10,4,11,15
2010,10,4,12,17
2010,10,4,13,21
2010,10,4,14,24
2010,10,4,15,24
2010,10,4,16,26
2010,10,4,17,24
2010,10,4,18,25
2010,10,4,19,27
2010,10,4,20,38
2010,10,4,21,47
2010,10,4,22,41
2010,10,4,23,42
2010,10,5,0,85
2010,10,5,1,88
2010,10,5,2,90
2010,10,5,3,73
2010,10,5,4,57
2010,10,5,5,50
2010,10,5,6,43
2010,10,5,7,52
2010,10,5,8,52
2010,10,5,9,31
2010,10,5,10,38
2010,10,5,11,44
2010,10,5,12,39
2010,10,5,13,43
2010,10,5,14,55
2010,10,5,15,56
2010,10,5,16,60
2010,10,5,17,72
2010,10,5,18,80
2010,10,5,19,99
2010,10,5,20,133
2010,10,5,21,166
2010,10,5,22,152
2010,10,5,23,192
2010,10,6,0,206
2010,10,6,1,260
2010,10,6,2,217
2010,10,6,3,170
2010,10,6,4,151
2010,10,6,5,136
2010,10,6,6,115
2010,10,6,7,144
2010,10,6,8,154
2010,10,6,9,198
2010,10,6,10,252
2010,10,6,11,263
2010,10,6,12,243
2010,10,6,13,217
2010,10,6,14,256
2010,10,6,15,284
2010,10,6,16,252
2010,10,6,17,264
2010,10,6,18,320
2010,10,6,19,372
2010,10,6,20,435
2010,10,6,21,503
2010,10,6,22,534
2010,10,6,23,506
2010,10,7,0,505
2010,10,7,1,465
2010,10,7,2,468
2010,10,7,3,449
2010,10,7,4,418
2010,10,7,5,405
2010,10,7,6,374
2010,10,7,7,388
2010,10,7,8,384
2010,10,7,9,384
2010,10,7,10,381
2010,10,7,11,359
2010,10,7,12,369
2010,10,7,13,355
2010,10,7,14,348
2010,10,7,15,344
2010,10,7,16,330
2010,10,7,17,279
2010,10,7,18,252
2010,10,7,19,287
2010,10,7,20,327
2010,10,7,21,365
2010,10,7,22,391
2010,10,7,23,423
2010,10,8,0,429
2010,10,8,1,439
2010,10,8,2,458
2010,10,8,3,436
2010,10,8,4,431
2010,10,8,5,408
2010,10,8,6,387
2010,10,8,7,349
2010,10,8,8,332
2010,10,8,9,348
2010,10,8,10,350
2010,10,8,11,344
2010,10,8,12,369
2010,10,8,13,406
2010,10,8,14,422
2010,10,8,15,310
2010,10,8,16,175
2010,10,8,17,253
2010,10,8,18,263
2010,10,8,19,223
2010,10,8,20,400
2010,10,8,21,470
2010,10,8,22,459
2010,10,8,23,378
2010,10,9,0,290
2010,10,9,1,290
2010,10,9,2,287
2010,10,9,3,283
2010,10,9,4,283
2010,10,9,5,337
2010,10,9,6,329
2010,10,9,7,311
2010,10,9,8,318
2010,10,9,9,335
2010,10,9,10,324
2010,10,9,11,307
2010,10,9,12,323
2010,10,9,13,350
2010,10,9,14,374
2010,10,9,15,396
2010,10,9,16,435
2010,10,9,17,412
2010,10,9,18,449
2010,10,9,19,429
2010,10,9,20,411
2010,10,9,21,430
2010,10,9,22,431
2010,10,9,23,440
2010,10,10,0,434
2010,10,10,1,438
2010,10,10,2,416
2010,10,10,3,417
2010,10,10,4,394
2010,10,10,5,380
2010,10,10,6,376
2010,10,10,7,385
2010,10,10,8,383
2010,10,10,9,397
2010,10,10,10,392
2010,10,10,11,408
2010,10,10,12,428
2010,10,10,13,420
2010,10,10,14,399
2010,10,10,15,391
2010,10,10,16,393
2010,10,10,17,415
2010,10,10,18,395
2010,10,10,19,420
2010,10,10,20,414
2010,10,10,21,394
2010,10,10,22,348
2010,10,10,23,74
2010,10,11,0,32
2010,10,11,1,17
2010,10,11,2,6
2010,10,11,3,5
2010,10,11,4,4
2010,10,11,5,6
2010,10,11,6,8
2010,10,11,7,16
2010,10,11,8,2
2010,10,11,9,4
2010,10,11,10,7
2010,10,11,11,5
2010,10,11,12,4
2010,10,11,13,7
2010,10,11,14,7
2010,10,11,15,7
2010,10,11,16,10
2010,10,11,17,10
2010,10,11,18,13
2010,10,11,19,17
2010,10,11,20,9
2010,10,11,21,11
2010,10,11,22,21
2010,10,11,23,21
2010,10,12,0,37
2010,10,12,1,30
2010,10,12,2,45
2010,10,12,3,56
2010,10,12,4,42
2010,10,12,5,51
2010,10,12,6,33
2010,10,12,7,48
2010,10,12,8,42
2010,10,12,9,32
2010,10,12,10,29
2010,10,12,11,31
2010,10,12,12,22
2010,10,12,13,24
2010,10,12,14,28
2010,10,12,15,36
2010,10,12,16,40
2010,10,12,17,32
2010,10,12,18,45
2010,10,12,19,55
2010,10,12,20,75
2010,10,12,21,107
2010,10,12,22,125
2010,10,12,23,154
2010,10,13,0,168
2010,10,13,1,187
2010,10,13,2,163
2010,10,13,3,143
2010,10,13,4,118
2010,10,13,5,111
2010,10,13,6,99
2010,10,13,7,86
2010,10,13,8,66
2010,10,13,9,56
2010,10,13,10,55
2010,10,13,11,63
2010,10,13,12,67
2010,10,13,13,70
2010,10,13,14,91
2010,10,13,15,107
2010,10,13,16,137
2010,10,13,17,102
2010,10,13,18,114
2010,10,13,19,148
2010,10,13,20,164
2010,10,13,21,193
2010,10,13,22,164
2010,10,13,23,118
2010,10,14,0,41
2010,10,14,1,17
2010,10,14,2,13
2010,10,14,3,13
2010,10,14,4,10
2010,10,14,5,5
2010,10,14,6,2
2010,10,14,7,7
2010,10,14,8,22
2010,10,14,9,12
2010,10,14,10,22
2010,10,14,11,11
2010,10,14,12,16
2010,10,14,13,18
2010,10,14,14,7
2010,10,14,15,17
2010,10,14,16,11
2010,10,14,17,18
2010,10,14,18,21
2010,10,14,19,16
2010,10,14,20,22
2010,10,14,21,13
2010,10,14,22,21
2010,10,14,23,30
2010,10,15,0,19
2010,10,15,1,19
2010,10,15,2,15
2010,10,15,3,18
2010,10,15,4,56
2010,10,15,5,38
2010,10,15,6,18
2010,10,15,7,48
2010,10,15,8,37
2010,10,15,9,19
2010,10,15,10,9
2010,10,15,11,8
2010,10,15,12,23
2010,10,15,13,24
2010,10,15,14,26
2010,10,15,15,31
2010,10,15,16,46
2010,10,15,17,67
2010,10,15,18,73
2010,10,15,19,67
2010,10,15,20,71
2010,10,15,21,64
2010,10,15,22,77
2010,10,15,23,71
2010,10,16,0,111
2010,10,16,1,125
2010,10,16,2,133
2010,10,16,3,134
2010,10,16,4,143
2010,10,16,5,123
2010,10,16,6,97
2010,10,16,7,73
2010,10,16,8,37
2010,10,16,9,34
2010,10,16,10,63
2010,10,16,11,106
2010,10,16,12,123
2010,10,16,13,79
2010,10,16,14,50
2010,10,16,15,46
2010,10,16,16,45
2010,10,16,17,47
2010,10,16,18,49
2010,10,16,19,53
2010,10,16,20,49
2010,10,16,21,46
2010,10,16,22,32
2010,10,16,23,32
2010,10,17,0,23
2010,10,17,1,31
2010,10,17,2,27
2010,10,17,3,24
2010,10,17,4,20
2010,10,17,5,23
2010,10,17,6,34
2010,10,17,7,34
2010,10,17,8,44
2010,10,17,9,41
2010,10,17,10,39
2010,10,17,11,38
2010,10,17,12,40
2010,10,17,13,46
2010,10,17,14,47
2010,10,17,15,44
2010,10,17,16,51
2010,10,17,17,64
2010,10,17,18,59
2010,10,17,19,64
2010,10,17,20,62
2010,10,17,21,73
2010,10,17,22,80
2010,10,17,23,89
2010,10,18,0,81
2010,10,18,1,73
2010,10,18,2,92
2010,10,18,3,86
2010,10,18,4,90
2010,10,18,5,80
2010,10,18,6,71
2010,10,18,7,83
2010,10,18,8,77
2010,10,18,9,69
2010,10,18,10,64
2010,10,18,11,66
2010,10,18,12,71
2010,10,18,13,75
2010,10,18,14,79
2010,10,18,15,75
2010,10,18,16,68
2010,10,18,17,64
2010,10,18,18,50
2010,10,18,19,47
2010,10,18,20,47
2010,10,18,21,41
2010,10,18,22,38
2010,10,18,23,39
2010,10,19,0,42
2010,10,19,1,43
2010,10,19,2,40
2010,10,19,3,45
2010,10,19,4,52
2010,10,19,5,57
2010,10,19,6,61
2010,10,19,7,57
2010,10,19,8,63
2010,10,19,9,73
2010,10,19,10,60
2010,10,19,11,81
2010,10,19,12,79
2010,10,19,13,89
2010,10,19,14,93
2010,10,19,15,87
2010,10,19,16,93
2010,10,19,17,84
2010,10,19,18,79
2010,10,19,19,89
2010,10,19,20,88
2010,10,19,21,82
2010,10,19,22,92
2010,10,19,23,91
2010,10,20,0,83
2010,10,20,1,80
2010,10,20,2,82
2010,10,20,3,88
2010,10,20,4,92
2010,10,20,5,81
2010,10,20,6,79
2010,10,20,7,86
2010,10,20,8,84
2010,10,20,9,75
2010,10,20,10,82
2010,10,20,11,89
2010,10,20,12,74
2010,10,20,13,87
2010,10,20,14,79
2010,10,20,15,81
2010,10,20,16,78
2010,10,20,17,73
2010,10,20,18,80
2010,10,20,19,74
2010,10,20,20,85
2010,10,20,21,91
2010,10,20,22,86
2010,10,20,23,84
2010,10,21,0,88
2010,10,21,1,92
2010,10,21,2,93
2010,10,21,3,98
2010,10,21,4,101
2010,10,21,5,102
2010,10,21,6,95
2010,10,21,7,100
2010,10,21,8,103
2010,10,21,9,115
2010,10,21,10,130
2010,10,21,11,140
2010,10,21,12,154
2010,10,21,13,172
2010,10,21,14,151
2010,10,21,15,127
2010,10,21,16,109
2010,10,21,17,105
2010,10,21,18,96
2010,10,21,19,115
2010,10,21,20,161
2010,10,21,21,180
2010,10,21,22,179
2010,10,21,23,179
2010,10,22,0,184
2010,10,22,1,176
2010,10,22,2,164
2010,10,22,3,152
2010,10,22,4,143
2010,10,22,5,142
2010,10,22,6,137
2010,10,22,7,145
2010,10,22,8,146
2010,10,22,9,147
2010,10,22,10,154
2010,10,22,11,161
2010,10,22,12,165
2010,10,22,13,161
2010,10,22,14,162
2010,10,22,15,182
2010,10,22,16,201
2010,10,22,17,197
2010,10,22,18,201
2010,10,22,19,195
2010,10,22,20,204
2010,10,22,21,187
2010,10,22,22,174
2010,10,22,23,174
2010,10,23,0,178
2010,10,23,1,164
2010,10,23,2,158
2010,10,23,3,158
2010,10,23,4,158
2010,10,23,5,160
2010,10,23,6,164
2010,10,23,7,167
2010,10,23,8,173
2010,10,23,9,179
2010,10,23,10,188
2010,10,23,11,194
2010,10,23,12,225
2010,10,23,13,252
2010,10,23,14,257
2010,10,23,15,260
2010,10,23,16,271
2010,10,23,17,265
2010,10,23,18,271
2010,10,23,19,273
2010,10,23,20,261
2010,10,23,21,275
2010,10,23,22,278
2010,10,23,23,270
2010,10,24,0,262
2010,10,24,1,256
2010,10,24,2,251
2010,10,24,3,259
2010,10,24,4,260
2010,10,24,5,252
2010,10,24,6,234
2010,10,24,7,212
2010,10,24,8,218
2010,10,24,9,63
2010,10,24,10,13
2010,10,24,11,11
2010,10,24,12,12
2010,10,24,13,12
2010,10,24,14,8
2010,10,24,15,9
2010,10,24,16,10
2010,10,24,17,11
2010,10,24,18,13
2010,10,24,19,17
2010,10,24,20,11
2010,10,24,21,12
2010,10,24,22,14
2010,10,24,23,15
2010,10,25,0,12
2010,10,25,1,10
2010,10,25,2,10
2010,10,25,3,8
2010,10,25,4,6
2010,10,25,5,7
2010,10,25,6,16
2010,10,25,7,10
2010,10,25,8,17
2010,10,25,9,15
2010,10,25,10,15
2010,10,25,11,14
2010,10,25,12,11
2010,10,25,13,12
2010,10,25,14,12
2010,10,25,15,7
2010,10,25,16,6
2010,10,25,17,8
2010,10,25,18,12
2010,10,25,19,14
2010,10,25,20,14
2010,10,25,21,11
2010,10,25,22,9
2010,10,25,23,11
2010,10,26,0,8
2010,10,26,1,9
2010,10,26,2,7
2010,10,26,3,4
2010,10,26,4,6
2010,10,26,5,4
2010,10,26,6,4
2010,10,26,7,5
2010,10,26,8,6
2010,10,26,9,7
2010,10,26,10,8
2010,10,26,11,9
2010,10,26,12,10
